team_one_win,duration,type,team_one_barons,team_two_barons,team_one_dragons,team_two_dragons,team_one_rift_heralds,team_two_rift_heralds,team_one_first_baron,team_one_first_blood,team_one_first_dragon,team_one_first_inhibitor,team_one_first_rift_herald,team_one_first_tower,team_one_assists,team_two_assists,team_one_level,team_two_level,team_one_kills,team_two_kills,team_one_obj_damage,team_two_obj_damage,team_one_deaths,team_two_deaths,team_one_gold,team_two_gold,team_one_double_kills,team_two_double_kills,team_one_damage,team_two_damage,team_one_enemy_monsters_killed,team_two_enemy_monsters_killed,team_one_cc_time,team_two_cc_time,team_one_healing,team_two_healing,team_one_champ_damage,team_two_champ_damage,team_one_cs,team_two_cs,team_one_vision_score,team_two_vision_score,team_one_top_avg_cs_diff,team_one_jungle_avg_cs_diff,team_one_mid_avg_cs_diff,team_one_bot_avg_cs_diff,team_one_top_avg_dmg_taken_diff,team_one_jungle_avg_dmg_taken_diff,team_one_mid_avg_dmg_taken_diff,team_one_bot_avg_dmg_taken_diff,team_one_top_avg_xp_diff,team_one_jungle_avg_xp_diff,team_one_mid_avg_xp_diff,team_one_bot_avg_xp_diff,team_one_top_champ,team_one_jungle_champ,team_one_mid_champ,team_one_bot_champ,team_one_top_champ_diff,team_one_jungle_champ_diff,team_one_mid_champ_diff,team_one_bot_champ_diff,team_one_top_champ_type,team_one_jungle_champ_type,team_one_mid_champ_type,team_one_bot_champ_type,team_two_top_champ,team_two_jungle_champ,team_two_mid_champ,team_two_bot_champ,team_two_top_champ_diff,team_two_jungle_champ_diff,team_two_mid_champ_diff,team_two_bot_champ_diff,team_two_top_champ_type,team_two_jungle_champ_type,team_two_mid_champ_type,team_two_bot_champ_type
0,1536,CLASSIC,0,0,0,3,1,0,0,0,0,0,1,1,11,47,60,69,14,44,20794,44964,44,14,41462,52022,1,3,407511,509832,8,48,55,112,20753,27577,51454,72851,473,481,107,118,0,0.25,0,0.45,0,101.6,0,205.6,0,-37.5,0,-72.5,Yasuo,MasterYi,,Draven,10,4,0,8,Fighter,Assassin,,Marksman,,Udyr,Tryndamere,Jhin,0,7,5,6,,Fighter,Fighter,Marksman
1,1955,CLASSIC,0,1,4,0,0,0,0,1,1,1,0,1,59,39,80,78,46,33,50197,31674,33,46,66867,61341,2,5,967443,681218,18,2,188,121,41713,29898,120923,100708,652,664,132,149,1.566666667,-0.833333333,-0.533333333,-1.766666667,75.56666667,-544.5,-31.93333333,3.366666667,70.96666667,-51.56666667,2.866666667,-68.5,Sion,Ivern,Zed,Kaisa,5,7,7,6,Tank,Support,Assassin,Marksman,Ornn,Pantheon,Yasuo,Seraphine,5,4,10,0,Tank,Fighter,Fighter,Mage
0,1486,CLASSIC,1,0,0,3,1,0,1,1,0,0,1,1,20,44,65,69,15,29,35056,33721,29,15,44437,46912,0,3,455851,454506,8,0,94,52,26214,36585,54285,61807,528,564,103,82,-1,0.3,-0.3,1.5,3.45,36.85,44,78.65,-21.8,-15.05,18.45,-129.65,Renekton,Viego,Viktor,Ashe,3,5,9,4,Fighter,Assassin,Mage,Marksman,Fiora,Lillia,Veigar,Yuumi,3,8,7,2,Fighter,Fighter,Mage,Support
1,1894,CLASSIC,1,0,3,1,1,0,1,0,1,1,1,1,51,16,77,69,30,16,65433,23228,16,30,60167,49987,5,2,630425,641178,24,37,106,89,47899,33187,74761,63183,601,663,165,128,0,-0.166666667,0,-1.366666667,0,60.3,0,-294.8,0,147.5666667,0,128.6666667,Galio,Udyr,,Soraka,5,7,0,3,Tank,Fighter,,Support,MonkeyKing,Ekko,Veigar,Jhin,3,8,7,6,Fighter,Assassin,Mage,Marksman
1,2233,CLASSIC,0,1,3,3,0,0,0,0,0,1,0,1,52,15,82,79,32,22,64937,60529,22,32,67266,62923,5,3,897101,811578,8,20,222,111,46231,40308,104814,97699,796,766,151,146,0,0.625,0,0,0,39.075,0,0,0,-58.125,0,0,,MasterYi,Ekko,,0,4,8,0,,Assassin,Assassin,,Rakan,DrMundo,Zed,MissFortune,5,5,7,1,Support,Fighter,Assassin,Marksman
1,2296,CLASSIC,1,2,5,1,1,1,1,1,0,0,0,1,93,48,87,83,42,27,97571,68865,27,43,76664,68544,5,2,1270735,788464,16,15,170,213,38851,80021,128363,112909,815,668,210,226,0.25,-0.35,3.6,1.45,-184.525,-990.9,217.25,223.125,119.975,27.375,243.3,262.275,Singed,Ivern,Irelia,Thresh,5,7,5,7,Tank,Support,Fighter,Support,Gnar,Zac,Lucian,Bard,8,8,6,9,Fighter,Tank,Marksman,Support
1,777,CLASSIC,0,0,0,0,0,0,0,1,0,0,0,0,7,10,44,42,14,9,5012,1870,9,14,22911,22053,1,0,170017,157350,4,8,82,51,8373,6451,24437,27039,289,302,28,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,1321,CLASSIC,0,0,0,3,0,2,0,0,0,0,0,0,21,41,55,67,14,36,8836,57617,36,14,33988,48905,1,6,277057,440267,0,20,86,65,18987,28203,45305,65211,403,479,71,88,-1.15,-0.95,-2.22E-16,0.3,239.65,-85.75,-207.75,354.2,-131.3,-236.95,-91.55,-122.6,Aatrox,DrMundo,Syndra,Thresh,4,5,8,7,Fighter,Fighter,Mage,Support,Gnar,Viego,Katarina,Kaisa,8,5,8,6,Fighter,Assassin,Assassin,Marksman
0,2271,CLASSIC,0,2,0,6,0,0,0,0,0,0,0,1,63,66,80,89,34,43,23295,104158,43,35,63951,75430,5,3,802522,785807,0,33,107,137,48997,62607,109817,130137,625,567,146,188,-1.1,0,1.475,0,328.125,0,-417.425,0,-188.075,0,-30.9,0,Malphite,Hecarim,Yone,Yuumi,2,6,8,2,Tank,Fighter,Assassin,Support,Neeko,Lillia,Fiora,Vayne,5,8,3,8,Mage,Fighter,Fighter,Marksman
0,2337,CLASSIC,0,2,3,2,0,1,0,0,1,0,0,0,56,37,85,87,39,42,37507,91289,43,39,68631,76503,2,0,860935,974540,25,43,124,401,42008,49067,139512,116724,685,748,142,163,0.9,0.25,1.225,-2.45,235.175,-183.1,-355.375,-611.475,80.5,4.75,123.975,-46.275,Udyr,Brand,Velkoz,Ezreal,7,4,8,7,Fighter,Mage,Mage,Marksman,Teemo,Nocturne,Yone,Swain,6,4,8,8,Marksman,Assassin,Assassin,Mage
1,1201,CLASSIC,0,0,2,0,1,1,0,1,1,0,0,1,14,2,56,52,13,4,38502,15458,5,13,32936,28381,0,0,349495,326880,4,2,46,81,22137,19066,38797,31961,373,444,84,64,0.25,0.3,-0.95,-3.15,-327.6,158.6,-11.4,89.1,57.6,196.95,-6.1,45.2,Illaoi,Viego,Quinn,Volibear,4,5,5,3,Fighter,Assassin,Marksman,Fighter,Chogath,Hecarim,Yasuo,Ezreal,5,6,10,7,Tank,Fighter,Fighter,Marksman
1,1905,CLASSIC,0,1,2,2,2,0,0,0,0,1,1,1,54,42,77,74,35,27,66586,48778,27,35,61235,56936,6,1,665740,617573,16,4,91,142,45248,21966,91012,85799,578,596,144,159,0,0.9,0,0.166666667,0,8.166666667,0,48.33333333,0,139.8666667,0,-11.83333333,,DrMundo,Viego,Kaisa,0,5,5,6,,Fighter,Assassin,Marksman,Nasus,Olaf,Yone,Thresh,6,3,8,7,Fighter,Fighter,Assassin,Support
1,967,CLASSIC,0,0,1,1,1,0,0,1,0,0,1,1,12,4,49,46,16,6,16079,13404,6,16,29481,23132,0,0,251120,222983,16,4,23,24,20118,15711,25222,23320,357,301,69,48,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
1,2575,CLASSIC,2,0,4,2,0,1,1,0,0,0,0,0,96,42,89,83,55,29,89570,54018,29,55,81961,71036,10,3,952773,869728,18,16,176,172,68310,41842,128055,115711,778,745,230,210,-0.375,0.55,0.1,-0.725,-302.3,373.675,106.35,-419,-31.625,139.45,89.25,129.125,Teemo,Kayn,Qiyana,Syndra,6,8,8,8,Marksman,Fighter,Assassin,Mage,Viego,Khazix,Azir,Ashe,5,6,9,4,Assassin,Assassin,Mage,Marksman
1,914,CLASSIC,0,0,2,0,1,0,0,1,1,0,1,1,24,5,48,40,19,3,26410,2990,3,19,29104,19279,2,0,201339,140453,20,0,46,24,16247,5789,26214,20872,275,219,56,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
1,1525,CLASSIC,0,0,2,1,0,1,0,0,0,0,0,1,34,26,63,61,27,24,27397,22239,25,27,46102,42569,3,2,414104,373317,24,9,81,96,24469,26320,70307,58819,481,441,101,88,1.85,0.2,0,0,331.9,-424.45,0,0,35.85,136.65,0,0,Aatrox,Evelynn,Pantheon,,4,10,4,0,Fighter,Assassin,Fighter,,Poppy,Warwick,Qiyana,Xayah,6,3,8,5,Tank,Fighter,Assassin,Marksman
1,196,CLASSIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,0,109,0,0,0,4693,4293,0,0,19442,13687,0,0,0,1,980,919,1042,591,45,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,1672,CLASSIC,0,1,2,2,1,1,0,0,1,0,1,0,30,65,65,75,23,54,28499,64291,54,23,47475,63636,2,7,461943,586869,9,71,100,185,17984,28900,65903,88244,513,498,86,136,1.35,0,-0.7,0,-120.25,0,33.75,0,-11,0,-69.75,0,Kalista,MasterYi,TwistedFate,Varus,7,4,9,2,Marksman,Assassin,Mage,Marksman,Volibear,Kaisa,Yasuo,Thresh,3,6,10,7,Fighter,Marksman,Fighter,Support
0,1680,CLASSIC,0,0,1,3,0,1,0,0,0,0,0,0,34,42,67,71,19,33,20026,62586,33,19,46520,58420,2,5,467986,604821,0,41,107,94,52286,36451,65439,83907,460,603,101,128,-1.3,0,0,-1.7,136.4,0,0,-246.9,-43.25,0,0,-75.25,Tryndamere,Zac,Pantheon,Ezreal,5,8,4,7,Fighter,Tank,Fighter,Marksman,Jax,Viego,,Lulu,5,5,0,5,Fighter,Assassin,,Support
1,1627,CLASSIC,0,0,4,0,0,2,0,1,1,1,0,0,52,22,71,64,36,24,53737,28171,24,36,53683,43589,4,0,531537,442602,24,12,101,62,34400,19445,80784,70890,491,491,122,102,-0.25,-0.45,2.15,-2.9,277.4,50.2,-60.45,-366.8,-54.55,82.2,112.05,-53.25,Volibear,Warwick,Neeko,Sivir,3,3,5,4,Fighter,Fighter,Mage,Marksman,Jayce,Evelynn,Leblanc,Nautilus,7,10,9,6,Fighter,Assassin,Assassin,Tank
1,2029,CLASSIC,1,0,4,1,0,2,1,1,1,1,0,0,62,18,83,77,47,18,76678,44314,18,47,66203,59361,6,1,741215,700530,40,16,124,295,72388,26957,105075,92192,614,680,203,142,-1.633333333,-0.133333333,-1.066666667,1.633333333,-242.9333333,150.6333333,228.0666667,-78.4,-19.23333333,167.6666667,53.93333333,231.5333333,Mordekaiser,RekSai,Pantheon,Nami,4,3,4,5,Fighter,Fighter,Fighter,Support,Gnar,Nocturne,Lux,Brand,8,4,5,4,Fighter,Assassin,Mage,Mage
1,1257,CLASSIC,0,0,3,0,2,0,0,1,1,1,1,1,37,11,62,56,32,9,62984,3650,9,32,47991,32499,6,0,407589,325156,45,0,75,84,22773,11277,60178,35723,452,454,69,56,0.6,0.75,0,0,-398.4,-183.95,0,0,16.5,110.75,0,0,Vayne,Udyr,Twitch,,8,7,6,0,Marksman,Fighter,Marksman,,Nasus,Hecarim,Malzahar,Leona,6,6,6,4,Fighter,Fighter,Mage,Tank
0,1607,CLASSIC,0,1,0,4,0,1,0,0,0,0,0,0,14,31,63,70,11,26,13907,74277,26,11,40350,51142,1,1,448356,533205,8,17,78,91,26832,37069,57298,71254,509,570,107,148,0,0,0.1,-2.3,0,0,-163.2,-28,0,0,-28.85,-130.35,,Gnar,Zed,Lulu,0,8,7,5,,Fighter,Assassin,Support,Chogath,Kayn,Sylas,Leona,5,8,5,4,Tank,Fighter,Mage,Tank
0,1748,CLASSIC,0,1,0,4,0,1,0,0,0,0,0,0,14,74,64,73,11,31,10653,82507,31,11,42231,56611,0,3,459069,581327,1,21,245,146,26228,50340,53326,80915,611,567,122,158,-0.65,0.55,-0.05,0.65,174.6,73.25,-146.25,36.55,-77.95,30.45,-68.45,-11.2,Sylas,Nocturne,Corki,Tristana,5,4,6,4,Mage,Assassin,Marksman,Marksman,Garen,Hecarim,Kassadin,Senna,5,6,8,7,Fighter,Fighter,Assassin,Marksman
1,2178,CLASSIC,1,0,3,3,0,2,1,1,0,1,0,0,83,41,83,77,50,35,75194,51902,35,50,72678,63486,2,3,731430,678220,58,17,155,80,52180,26794,127505,109593,547,554,130,122,0,0,-1.375,0.575,0,0,116.275,16.075,0,0,-30.9,265.2,,DrMundo,Zed,Morgana,0,5,7,1,,Fighter,Assassin,Mage,Sett,Shyvana,Talon,Velkoz,2,4,7,8,Fighter,Fighter,Assassin,Mage
0,1253,CLASSIC,0,0,0,2,0,2,0,0,0,0,0,0,8,15,53,58,10,19,9022,46399,19,10,30029,36864,0,2,282907,342205,0,14,73,51,27089,22103,36220,52877,390,393,84,83,-2.4,0,-0.8,0,-200.15,0,360.9,0,-115.45,0,-49.15,0,Garen,,Vladimir,Fiddlesticks,5,0,7,9,Fighter,,Mage,Mage,Volibear,Khazix,Heimerdinger,Lulu,3,6,8,5,Fighter,Assassin,Mage,Support
1,1558,CLASSIC,1,0,2,2,2,0,1,0,0,1,1,1,22,16,67,61,20,9,72726,19367,9,21,51137,37413,2,0,592372,392318,75,0,65,85,36490,19083,53908,62102,535,520,123,82,1.15,1.85,0.4,-0.25,140.2,77,307.3,43.7,-6.55,282.55,45.25,1.95,Renekton,Viego,AurelionSol,Lucian,3,5,7,6,Fighter,Assassin,Mage,Marksman,Volibear,Jax,Orianna,Senna,3,5,7,7,Fighter,Fighter,Mage,Marksman
0,2679,CLASSIC,2,0,3,4,1,0,1,1,0,1,1,1,59,77,87,89,44,50,104284,58303,50,44,81686,83012,3,8,1083297,1095351,56,8,180,172,70438,69459,167036,174929,728,891,183,176,0.05,0.775,-0.85,-1.9,-165.65,308.225,-174.975,232.325,6.75,151.6,-40.9,-42.55,Teemo,Ekko,Viego,Veigar,6,8,5,7,Marksman,Assassin,Assassin,Mage,Ornn,Elise,Pantheon,Ezreal,5,9,4,7,Tank,Mage,Fighter,Marksman
1,1423,CLASSIC,1,0,3,0,2,0,1,1,1,1,1,1,43,28,63,58,31,17,72703,9114,17,31,50112,37666,4,0,418607,383304,12,0,70,107,26785,15977,60427,55316,469,464,122,71,1.6,-0.45,0.05,0.6,163.55,-191.95,279.4,-239.7,83.65,-53.35,-8.4,119.75,Irelia,Rammus,Mordekaiser,Senna,5,5,4,7,Fighter,Tank,Fighter,Marksman,Jax,Khazix,Lux,Rell,5,6,5,0,Fighter,Assassin,Mage,Tank
0,957,CLASSIC,0,0,0,1,0,0,0,1,0,0,0,0,6,16,43,50,5,16,2379,22134,16,5,21780,30734,0,2,185887,284880,0,10,63,67,7648,16004,28413,32080,312,383,37,53,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,1555,CLASSIC,0,1,0,4,0,2,0,0,0,0,0,0,20,38,63,71,19,38,6338,90192,38,19,42754,57830,0,3,369507,648479,4,73,103,33,23215,41990,55053,70063,509,498,84,143,0,0.4,0,-1,0,-122,0,65.65,0,-108.9,0,-48.5,Vladimir,MasterYi,Annie,Vayne,7,4,6,8,Mage,Assassin,Mage,Marksman,,Kayn,Rengar,Kaisa,0,8,8,6,,Fighter,Assassin,Marksman
0,2212,CLASSIC,0,1,2,3,1,0,0,0,1,1,1,1,51,26,80,79,41,28,38241,86638,28,41,66816,69372,3,1,827056,925507,16,37,221,110,37054,39833,113325,94340,701,789,190,141,-1.925,0.175,0.725,-1.1,-79,532.15,-451.75,-446.6,-271.65,45.05,25.75,-54.175,Sion,Warwick,Annie,Caitlyn,5,3,6,6,Tank,Fighter,Mage,Marksman,Yorick,Elise,Kassadin,Nautilus,6,9,8,6,Fighter,Mage,Assassin,Tank
0,1166,CLASSIC,0,0,0,3,0,1,0,1,0,0,0,0,16,26,49,54,10,20,8293,43199,20,10,28185,37496,0,3,223806,378687,0,19,60,58,7691,17539,28627,38711,337,380,47,86,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
1,2404,CLASSIC,1,0,3,3,1,0,1,0,0,1,1,1,67,53,85,84,40,38,74371,28521,38,40,72295,70096,1,1,746581,825358,37,0,190,181,50240,31139,113285,132733,634,791,197,161,-4.35,0.55,0.725,-0.85,-59.675,245.425,64.475,113.925,-106.95,128.625,109.1,24.65,Poppy,Rammus,Zilean,Xayah,6,5,6,5,Tank,Tank,Support,Marksman,Irelia,Shaco,Syndra,Ashe,5,9,8,4,Fighter,Assassin,Mage,Marksman
1,1575,CLASSIC,1,0,3,1,0,1,1,1,1,0,0,0,37,8,67,58,22,8,51992,30320,8,23,48132,38222,2,0,487521,405782,16,5,93,85,26784,17518,54802,38368,537,501,130,116,-1.25,0.1,0.35,1.4,23.65,48.05,-17.2,-405.05,-29.45,37.1,61.7,125.1,Pantheon,Hecarim,Anivia,Rell,4,6,10,0,Fighter,Fighter,Mage,Tank,Poppy,Ekko,Zed,Tristana,6,8,7,4,Tank,Assassin,Assassin,Marksman
1,1633,CLASSIC,1,0,2,2,1,1,1,0,0,1,0,0,45,25,72,66,29,21,64871,27206,21,29,53405,46366,2,3,583888,447872,13,11,99,80,25301,31961,90229,55376,584,472,134,119,0,1.1,0,2.25,0,34.8,0,-219.2,0,30.65,0,22.4,Mordekaiser,Lillia,Lucian,Jhin,4,8,6,6,Fighter,Fighter,Marksman,Marksman,,Volibear,Aatrox,Tristana,0,3,4,4,,Fighter,Fighter,Marksman
0,2262,CLASSIC,0,2,1,5,0,1,0,0,1,1,0,1,47,84,75,85,28,34,26267,113931,34,28,63024,70784,3,7,712082,847108,30,17,92,147,44113,47335,97208,121567,678,587,218,186,-1.05,0.5,2.6,0.05,7.15,490.875,61.05,25.025,-127.525,-132.6,-53.55,-271.725,Amumu,DrMundo,Azir,Leona,3,5,9,4,Tank,Fighter,Mage,Tank,Volibear,MasterYi,Annie,Jhin,3,4,6,6,Fighter,Assassin,Mage,Marksman
0,1823,CLASSIC,0,1,2,2,0,1,0,0,1,0,0,0,36,38,73,74,29,32,19888,84547,32,29,52289,59438,2,3,571408,672077,4,46,168,115,24845,54132,94617,90526,598,551,134,162,1.633333333,0.366666667,-0.733333333,0.3,-144.8333333,-818.6666667,-167.5666667,108.7333333,100.4666667,-95.9,-43.33333333,-32.93333333,Garen,Skarner,Rumble,Lux,5,5,10,5,Fighter,Fighter,Fighter,Mage,Sion,Hecarim,Vladimir,Sivir,5,6,7,4,Tank,Fighter,Mage,Marksman
0,1658,CLASSIC,0,1,0,4,0,1,0,1,0,0,0,0,18,49,67,77,15,33,21086,72262,33,15,44921,57502,0,3,560614,588156,0,9,171,106,24517,72731,95211,81140,590,563,90,160,-0.55,0.25,0,0,-143.15,7.35,0,0,-21.5,-24.05,0,0,Chogath,Karthus,Senna,Jhin,5,7,7,6,Tank,Mage,Marksman,Marksman,Aatrox,DrMundo,TwistedFate,Bard,4,5,9,9,Fighter,Fighter,Mage,Support
0,1950,CLASSIC,0,1,2,2,0,0,0,0,1,0,0,0,9,43,70,79,10,28,15711,63363,28,10,47914,62280,0,4,643128,725334,0,22,107,89,24315,46175,47648,72115,749,673,113,169,-1.833333333,0.6,2.7,6.66E-16,-49.73333333,-437.9666667,110.4333333,573.5666667,-139.4333333,-131.9,76.5,-145.7333333,Swain,Graves,Chogath,Tristana,8,3,5,4,Mage,Marksman,Tank,Marksman,Garen,Warwick,Diana,Jhin,5,3,4,6,Fighter,Fighter,Fighter,Marksman
0,1946,CLASSIC,0,1,0,4,1,0,0,1,0,0,1,0,47,54,78,81,29,42,23897,79333,42,29,58843,68646,0,5,730190,810560,0,44,102,108,37837,29032,80452,110895,681,683,139,150,0.466666667,-1.266666667,0,0,-206.8,595.2,0,0,14.36666667,-93.6,0,0,Ryze,Gragas,Seraphine,Sivir,7,5,0,4,Mage,Fighter,Mage,Marksman,Teemo,Taliyah,Yasuo,Jhin,6,5,10,6,Marksman,Mage,Fighter,Marksman
1,1901,CLASSIC,1,0,3,1,1,1,1,1,1,1,0,0,45,42,76,67,35,22,86038,24494,23,35,61822,48787,4,0,736116,528080,54,17,123,135,52779,39463,106165,96505,593,500,177,130,2.366666667,0.133333333,0.966666667,-0.733333333,630.6,101.1,73.86666667,-500.7333333,167.4,102.8666667,-12.9,28.46666667,Sett,Ekko,Irelia,Jhin,2,8,5,6,Fighter,Assassin,Fighter,Marksman,Heimerdinger,Hecarim,Ryze,Tristana,8,6,7,4,Mage,Fighter,Mage,Marksman
1,1494,CLASSIC,1,0,2,1,2,0,1,1,1,1,1,1,33,29,64,60,23,18,65571,21645,18,23,49271,41270,3,1,688676,396874,12,9,93,179,14704,21137,46546,39637,517,465,122,94,0,-1,0,0,0,-802.6,0,0,0,-96.4,0,0,,Ivern,Kennen,,0,7,4,0,,Support,Mage,,Katarina,Nocturne,Annie,Jhin,8,4,6,6,Assassin,Assassin,Mage,Marksman
1,1475,CLASSIC,0,0,4,0,1,1,0,1,1,1,1,0,28,15,63,61,18,12,56040,30871,13,18,44182,40694,2,0,465102,463347,19,16,99,99,22443,20900,51704,42155,508,542,127,72,-0.8,1.45,-1.4,-0.3,-160.15,-206.5,114.65,-185.1,-22.1,195.85,-69.4,-4.9,Ornn,Olaf,Morgana,Jhin,5,3,1,6,Tank,Fighter,Mage,Marksman,Rengar,Maokai,Veigar,Leona,8,3,7,4,Assassin,Tank,Mage,Tank
1,2023,CLASSIC,1,0,1,3,1,1,1,0,0,0,1,0,53,41,80,70,45,37,66981,56469,37,46,67476,59651,7,3,693537,588829,5,21,65,353,41017,25613,98497,95383,626,530,159,151,0.5,1.033333333,1.166666667,-0.566666667,-133.4,-111.8333333,255.6333333,196.1666667,36.96666667,122.2,174.9,22.23333333,Quinn,LeeSin,Katarina,Tristana,5,6,8,4,Marksman,Fighter,Assassin,Marksman,Nocturne,Blitzcrank,Zoe,Jhin,4,4,5,6,Assassin,Tank,Mage,Marksman
1,2114,CLASSIC,2,0,4,2,1,0,1,1,1,1,1,1,68,111,82,80,42,44,74766,55389,44,42,70010,66690,3,9,766528,693009,21,7,196,237,51508,33266,122380,133469,619,570,155,149,0,-0.025,0,-0.825,0,120.025,0,-90.3,0,-85.45,0,77.4,,LeeSin,Chogath,Tristana,0,6,5,4,,Fighter,Tank,Marksman,Katarina,Skarner,,Ashe,8,5,0,4,Assassin,Fighter,,Marksman
1,2106,CLASSIC,0,2,3,2,2,0,0,1,1,0,1,1,63,44,82,77,34,19,71035,73895,19,34,66534,59718,5,3,861025,730442,34,12,116,166,49676,26662,114670,108790,687,682,179,201,1.275,-0.325,-1.125,1.025,365.725,399.55,-168.45,-215.55,120.8,-39.975,51.775,156.275,Nasus,Hecarim,Zed,Thresh,6,6,7,7,Fighter,Fighter,Assassin,Support,Malphite,Graves,Ryze,Alistar,2,3,7,7,Tank,Marksman,Mage,Tank
1,1397,CLASSIC,1,0,4,0,2,0,1,1,1,1,1,1,50,18,68,55,33,10,82578,18498,10,33,51795,36235,4,1,568375,354811,45,0,177,78,41344,14170,61251,48975,495,450,100,78,-0.65,0.65,0.55,1.75,101.5,-45.65,-270.35,352.35,17,222,157.8,91.05,Nocturne,DrMundo,Yone,Thresh,4,5,8,7,Assassin,Fighter,Assassin,Support,Gangplank,Trundle,Fizz,Lux,9,5,6,5,Fighter,Fighter,Assassin,Mage
0,1786,CLASSIC,0,1,1,3,0,1,0,0,1,0,0,0,14,37,67,74,11,34,18256,75563,35,11,45687,60856,1,3,614777,721959,0,41,93,113,20205,40145,76850,60630,683,702,133,144,-0.95,-0.95,0,0,-82,-49.6,0,0,-94.65,-165.45,0,0,Gnar,Shyvana,,Tristana,8,4,0,4,Fighter,Fighter,,Marksman,Nasus,Warwick,Darius,Leona,6,3,2,4,Fighter,Fighter,Fighter,Tank
0,2250,CLASSIC,0,3,3,3,0,1,0,0,0,0,0,0,45,75,85,87,35,48,38397,100422,48,35,67591,77937,5,3,809120,824091,4,27,120,214,36203,45753,100498,135857,713,609,135,195,2.25,-0.025,2.375,-2.125,459.825,359.3,239.475,47.325,135.175,-42.075,19.3,-231.85,Mordekaiser,Skarner,Orianna,Twitch,4,5,7,6,Fighter,Fighter,Mage,Marksman,Malphite,Shaco,Lux,Jhin,2,9,5,6,Tank,Assassin,Mage,Marksman
1,1682,CLASSIC,0,1,3,1,0,1,0,1,0,1,0,0,57,27,73,67,34,26,62583,46985,26,34,56929,50316,3,2,601048,497206,18,1,103,193,50744,27533,102285,91505,563,520,137,132,-0.9,-0.5,0.25,2.2,-425.15,197.2,20.3,51.65,-85,-70.1,-0.4,145.15,Kayle,Kayn,Ziggs,Senna,7,8,4,7,Fighter,Fighter,Mage,Marksman,Chogath,Garen,Lux,Jinx,5,5,5,6,Tank,Fighter,Mage,Marksman
1,2079,CLASSIC,1,0,5,0,1,0,1,1,1,1,1,1,60,20,84,75,33,13,94511,19403,13,33,71811,53717,6,2,835267,641739,35,0,109,71,46007,24878,104651,75206,793,753,235,162,0,0.266666667,0,-0.833333333,0,42.4,0,-79.2,0,112.1,0,41.66666667,,Sett,Talon,Teemo,0,2,7,6,,Fighter,Assassin,Marksman,Viego,Volibear,Corki,Bard,5,3,6,9,Assassin,Fighter,Marksman,Support
0,1024,CLASSIC,0,0,0,2,0,1,0,0,0,0,0,0,3,6,44,50,4,14,6399,33158,14,4,23062,31611,1,1,196780,314396,4,13,80,17,7276,14608,17761,23292,344,422,53,64,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
1,1893,CLASSIC,1,0,4,1,1,1,1,1,0,1,0,1,90,23,81,71,50,15,78056,24702,15,50,68233,50300,7,0,761008,568174,41,0,261,198,43695,19836,124619,72077,619,633,186,122,0.566666667,-0.766666667,0.633333333,-0.633333333,96.7,-89.8,-129.7666667,-574.1666667,92.76666667,28.73333333,92.5,168.5,Sion,Fiddlesticks,Anivia,Jhin,5,9,10,6,Tank,Mage,Mage,Marksman,Chogath,Skarner,TwistedFate,Ezreal,5,5,9,7,Tank,Fighter,Mage,Marksman
1,2004,CLASSIC,1,1,4,1,0,2,0,1,1,1,0,1,52,65,83,81,45,36,102636,33171,36,46,70483,61982,6,5,865816,650239,49,10,127,146,30305,36570,152351,96364,644,565,156,68,0,0,0,0,0,0,0,0,0,0,0,0,MasterYi,,Caitlyn,,4,0,6,0,Assassin,,Marksman,,Chogath,Amumu,Katarina,Jhin,5,3,8,6,Tank,Tank,Assassin,Marksman
0,1558,CLASSIC,0,1,1,2,0,1,0,1,1,0,0,0,34,72,59,68,25,42,13700,57753,42,25,42038,53601,2,2,361538,451084,8,28,114,113,11404,28519,66687,81268,427,427,78,114,0,0,1.25,-0.15,0,0,-234.1,186.75,0,0,49.05,-59.4,,Urgot,Lux,Vayne,0,8,5,8,,Fighter,Mage,Marksman,Ornn,MasterYi,Qiyana,Zilean,5,4,8,6,Tank,Assassin,Assassin,Support
0,1753,CLASSIC,0,1,3,2,1,1,0,0,1,0,1,0,28,46,66,71,19,29,32044,78487,29,19,47075,55547,0,3,473073,654924,4,61,105,91,27204,35149,59295,80679,555,559,124,184,0,0,0,-0.15,0,0,0,271,0,0,0,25.45,Veigar,Hecarim,,Tristana,7,6,0,4,Mage,Fighter,,Marksman,,Fiddlesticks,Corki,Jhin,0,9,6,6,,Mage,Marksman,Marksman
